uid,paymentType,Payment
ewibi,type2,200
hsbyd,type1,160
hsbyd,type2,200
gxrpp,type1,160
gxrpp,type2,200
bhxay,type1,160
bhxay,type2,200
vejjj,type1,160
aagow,type2,200
gwkyq,type1,160
hmsub,type1,160
arnqf,type1,160
txrxl,type1,160
txrxl,type2,200
yiojk,type1,160
ymtyi,type2,200
frxeo,type1,160
vmpft,type1,160
vmpft,type2,200
ylvtl,type1,160
fmsag,type1,160
brncl,type2,200
rwqua,type1,160
rwqua,type2,200
qgshu,type1,160
dpuxb,type1,160
npvpl,type1,160
drsey,type1,160
arhul,type1,160
atlhv,type2,200
eggob,type1,160
egqeb,type1,160
egykt,type1,160
cjuhx,type2,200
cuawj,type1,160
pcnhr,type1,160
pcnhr,type2,200
yslhe,type1,160
sojag,type2,200
wuwgx,type1,160
wuwgx,type2,200
undxn,type1,160
klqes,type1,160
nhimr,type2,200
rcrof,type1,160
sfsku,type2,200
vbdqd,type1,160
fsgkj,type2,200
cspil,type2,200
vcnpi,type2,200
lsbcg,type1,160
nvggk,type1,160
ijtuq,type2,200
fvuig,type2,200
goshx,type1,160
hexmx,type1,160
leady,type1,160
leady,type2,200
fadxl,type1,160
fadxl,type2,200
bpcpc,type1,160
kbkaq,type1,160
kbkaq,type2,200
antjf,type1,160
jpjby,type1,160
lntui,type2,200
gsttd,type1,160
kcwdj,type1,160
gcboy,type1,160
ljdxg,type1,160
vlrjp,type1,160
vlrjp,type2,200
aquwk,type1,160
mcsrf,type1,160
fcxqu,type1,160
egiyt,type1,160
qahmm,type1,160
kmfwv,type1,160
kmfwv,type2,200
domej,type2,200
mtjhv,type1,160
hvuqy,type1,160
xadis,type1,160
xadis,type2,200
xqxyp,type1,160
xqxyp,type2,200
almjn,type1,160
almjn,type2,200
ixufk,type2,200
hqkpd,type2,200
gmcie,type1,160
ytapp,type1,160
lrmsu,type1,160
gyaur,type1,160
jlsad,type1,160
haqfm,type2,200
xljnw,type2,200
lovly,type1,160
lovly,type2,200
ednav,type1,160
sfjhs,type1,160
xcfuy,type1,160
txuld,type2,200
fbhqk,type1,160
xraub,type1,160
axntr,type1,160
ywvkf,type2,200
pmlth,type2,200
avvfi,type1,160
bvxjr,type2,200
urnup,type1,160
cbxfg,type1,160
qacnu,type1,160
dhwgn,type1,160
rvuhp,type1,160
pblnt,type1,160
rxygp,type1,160
kmowd,type1,160
eypxr,type1,160
dxeje,type2,200
pimrg,type1,160
qtdgh,type2,200
hhgda,type1,160
hernu,type2,200
evsxj,type1,160
lwwag,type1,160
enuvm,type1,160
ussvf,type1,160
ussvf,type2,200
scjnw,type1,160
agbld,type1,160
knhyb,type1,160
knhyb,type2,200
bbuuk,type1,160
nxqmf,type1,160
milqc,type1,160
ejmjj,type1,160
ejmjj,type2,200
yebth,type1,160
dfakv,type1,160
laxll,type2,200
emuop,type1,160
tjtmq,type1,160
tjtmq,type2,200
kntfx,type1,160
omvoc,type1,160
pvuns,type1,160
pvuns,type2,200
ndtts,type2,200
kddse,type1,160
qencn,type2,200
rhicp,type1,160
rhicp,type2,200
tcdrl,type1,160
bwtce,type1,160
njhbg,type1,160
vxanu,type1,160
rudyk,type2,200
ogcyj,type1,160
gbxsl,type1,160
hjtea,type2,200
yiwqx,type1,160
khdfe,type2,200
mrjip,type1,160
mrjip,type2,200
xdqqi,type1,160
fhwsh,type1,160
fhwsh,type2,200
stmcq,type1,160
rudkq,type1,160
japrt,type1,160
jqvfs,type1,160
atphr,type1,160
atphr,type2,200
jmkyg,type2,200
akkcr,type1,160
akkcr,type2,200
ubyis,type1,160
ubyis,type2,200
elfyc,type1,160
mkhde,type1,160
mkhde,type2,200
ripvd,type1,160
mukqk,type1,160
mukqk,type2,200
hbblm,type1,160
dulhq,type1,160
dulhq,type2,200
wusda,type2,200
bomfo,type1,160
bomfo,type2,200
iajyx,type1,160
tjlps,type1,160
ysjsj,type1,160
ysjsj,type2,200
jnokr,type1,160
qcgrp,type1,160
qcgrp,type2,200
wmwaw,type2,200
ueewf,type1,160
ukdfr,type1,160
ukdfr,type2,200
itmuh,type1,160
oqnbl,type1,160
oqnbl,type2,200
okcki,type1,160
kyctu,type2,200
oavjn,type2,200
kknap,type1,160
amqva,type2,200
ypwld,type1,160
ypwld,type2,200
xaxpr,type1,160
xaxpr,type2,200
xfwnd,type1,160
qrktb,type1,160
yaxjj,type2,200
ciard,type1,160
medej,type2,200
xnrci,type1,160
vwmxv,type2,200
hcmxx,type1,160
cltnq,type1,160
agset,type2,200
pomyy,type1,160
ecimg,type1,160
ecimg,type2,200
sssvy,type1,160
sssvy,type2,200
kmbgr,type1,160
kmbgr,type2,200
upfad,type1,160
vpgdc,type1,160
vpgdc,type2,200
yhxle,type1,160
jexvr,type1,160
heeyl,type1,160
qbhnq,type2,200
fgqvm,type1,160
hqvjn,type2,200
gmvke,type1,160
maihs,type1,160
maihs,type2,200
msphn,type2,200
myclx,type1,160
myclx,type2,200
wyvuu,type1,160
wyvuu,type2,200
iedrl,type1,160
manay,type1,160
manay,type2,200
ixwvl,type1,160
japuv,type1,160
jtric,type1,160
xijqm,type1,160
xijqm,type2,200
yfiqa,type1,160
yfiqa,type2,200
ltqof,type1,160
ltqof,type2,200
tnkfm,type2,200
quimk,type1,160
cufmr,type1,160
cufmr,type2,200
yylrj,type1,160
sgfld,type1,160
jswox,type1,160
tyvfr,type1,160
soaia,type1,160
npvxd,type2,200
xiasr,type2,200
hkxcw,type1,160
nugks,type1,160
dkbjk,type1,160
jtfch,type1,160
crvym,type1,160
nvdri,type1,160
ihkoi,type1,160
ihkoi,type2,200
vjhba,type1,160
jcgue,type2,200
flmod,type1,160
ofngs,type1,160
fxbij,type1,160
fumhy,type1,160
rmjvd,type1,160
rmjvd,type2,200
ihhom,type2,200
uruun,type1,160
chbgg,type1,160
chbgg,type2,200
gyowj,type1,160
mbsys,type2,200
oagxc,type1,160
oagxc,type2,200
vcmsb,type2,200
yvkij,type1,160
yvkij,type2,200
sxqvp,type1,160
rgitd,type1,160
mmewu,type1,160
mmewu,type2,200
kbhav,type1,160
didim,type1,160
krjph,type1,160
krjph,type2,200
essic,type1,160
essic,type2,200
vupow,type1,160
pulnk,type1,160
pulnk,type2,200
mumap,type1,160
mumap,type2,200
bjdaf,type2,200
jjjya,type2,200
kjpqj,type1,160
kjpqj,type2,200
ahfmc,type1,160
eqcbt,type1,160
othhf,type2,200
rxnxd,type2,200
xhnka,type1,160
xhnka,type2,200
dpjyr,type1,160
jmepn,type2,200
bsguc,type1,160
ongon,type2,200
kyiuv,type1,160
kyiuv,type2,200
qwqxe,type1,160
msfpf,type1,160
yhdqf,type1,160
fgwir,type1,160
txhhq,type1,160
lljwe,type1,160
rcvwa,type1,160
pdngv,type2,200
khynj,type1,160
nqwre,type1,160
nqwre,type2,200
botjp,type1,160
botjp,type2,200
lqxmd,type1,160
lqxmd,type2,200
autnl,type1,160
rgahh,type2,200
qwvbv,type1,160
perrr,type1,160
wmhja,type1,160
mqdkc,type1,160
mqdkc,type2,200
frbed,type1,160
ghajx,type1,160
gtgip,type1,160
lsgoi,type2,200
tfnmm,type2,200
wxlxa,type1,160
wxlxa,type2,200
nscok,type1,160
nbtei,type1,160
nbtei,type2,200
ywnqt,type1,160
ueice,type1,160
wtlgv,type1,160
wskam,type2,200
rfkon,type1,160
qegka,type1,160
qegka,type2,200
utejq,type1,160
uyaky,type1,160
qlgha,type1,160
ijmpb,type1,160
vqupd,type1,160
bbdfg,type1,160
bbdfg,type2,200
mukyn,type1,160
mukyn,type2,200
wykiy,type1,160
wykiy,type2,200
oqcun,type1,160
hlywg,type1,160
hlywg,type2,200
lrdwv,type2,200
lsfok,type1,160
mymky,type1,160
fjigc,type2,200
egmwc,type1,160
deufd,type1,160
biyqx,type1,160
biyqx,type2,200
ademi,type1,160
ademi,type2,200
shylh,type1,160
xwvgp,type2,200
dfeen,type2,200
cgydn,type1,160
cgydn,type2,200
qvoid,type1,160
uxdef,type1,160
upart,type1,160
svclv,type1,160
qiaah,type1,160
hflfd,type2,200
ybsao,type1,160
fiqlx,type1,160
sdcgc,type1,160
sdcgc,type2,200
fastx,type2,200
lehqm,type1,160
lehqm,type2,200
fskfg,type1,160
qeuxb,type1,160
qeuxb,type2,200
ygtus,type2,200
dcysj,type1,160
dcysj,type2,200
gfvyb,type2,200
qxkou,type1,160
vaiud,type2,200
nvcrj,type1,160
rcuri,type1,160
uhxqs,type1,160
uhxqs,type2,200
byebi,type1,160
byebi,type2,200
jicbi,type1,160
mcduv,type1,160
ryivk,type1,160
mrrja,type1,160
ouigd,type2,200
oqlku,type2,200
vqhie,type1,160
sshpn,type1,160
wumxd,type2,200
eglmd,type1,160
fnbje,type1,160
pcsdj,type1,160
ylgky,type2,200
yfqqb,type1,160
xweon,type1,160
ktoge,type1,160
xqjws,type1,160
xqjws,type2,200
leysb,type1,160
dnvfq,type1,160
jlhcs,type1,160
jlhcs,type2,200
bgtfp,type1,160
wxmng,type1,160
xmnnc,type1,160
xmnnc,type2,200
owqnk,type1,160
nnvhe,type1,160
nnvhe,type2,200
ceesr,type1,160
egyrk,type1,160
ssoht,type1,160
wgipb,type1,160
wgipb,type2,200
gmrxj,type2,200
kckjr,type1,160
gaopw,type1,160
xirhh,type2,200
eqkvn,type1,160
eqkvn,type2,200
habsc,type1,160
jawkx,type1,160
jawkx,type2,200
wwvdy,type2,200
jhwcx,type2,200
hbvpd,type2,200
axuvk,type2,200
ovxew,type2,200
rpegn,type1,400
qebfj,type2,200
hddwm,type2,200
lidam,type1,400
fybyi,type2,200
pyrug,type2,200
dxlpu,type2,200
fcdnk,type2,200
psnqa,type2,200
lbeko,type2,200
ihhay,type1,400
ihhay,type2,200
eyhvd,type1,400
eyhvd,type2,200
bivtg,type2,200
ynffv,type2,200
noejv,type1,400
noejv,type2,200
lojod,type1,400
lojod,type2,200
kuwlk,type2,200
jahbn,type1,400
hjltg,type1,400
hjltg,type2,200
vjwbb,type2,200
jakaq,type1,400
jakaq,type2,200
bqywx,type1,400
qxitc,type1,400
qxitc,type2,200
wksfu,type1,400
wksfu,type2,200
yhshd,type1,400
yhshd,type2,200
rsxdg,type2,200
iwgmn,type2,200
orewq,type2,200
ipfhc,type2,200
nnuwf,type1,400
nnuwf,type2,200
lvyrg,type2,200
bkwtk,type1,400
pshko,type2,200
mxoqp,type2,200
xocyi,type1,400
xocyi,type2,200
kjgkh,type2,200
adpvk,type1,400
ixqyk,type2,200
ncgon,type2,200
awdtv,type2,200
yeqsk,type1,400
yeqsk,type2,200
rpoyc,type1,400
rpoyc,type2,200
mqhqv,type2,200
oufew,type2,200
iigpk,type2,200
vphlk,type2,200
fflbt,type2,200
tnglb,type1,400
tnglb,type2,200
glqwu,type2,200
xvovu,type1,400
dkxvk,type1,400
dkxvk,type2,200
kxkss,type2,200
hcuwq,type1,400
moejh,type1,400
moejh,type2,200
vdrwr,type2,200
iyudd,type2,200
shuyv,type2,200
xfipv,type1,400
ycabf,type2,200
gpkcb,type1,400
ircvb,type2,200
arbwa,type1,400
qwbih,type2,200
ksane,type2,200
egimw,type2,200
xfypn,type1,400
xfypn,type2,200
vgyst,type1,400
ewaqg,type1,400
lwmpa,type1,400
lwmpa,type2,200
msuem,type2,200
lufjw,type1,400
wnwuk,type1,400
wnwuk,type2,200
hsfeo,type2,200
ckpyx,type2,200
swlqv,type2,200
ubpnl,type1,400
ubpnl,type2,200
eicur,type1,400
iovqk,type1,400
gaapy,type2,200
dikuj,type2,200
fvqnv,type2,200
nclyl,type2,200
fxfhh,type2,200
auoqs,type2,200
mcytv,type2,200
hqmik,type2,200
rqvld,type1,400
rjadg,type1,400
rjadg,type2,200
renwt,type2,200
vwafw,type2,200
syarc,type2,200
oiwqm,type2,200
vwcou,type1,400
bqxvi,type1,400
bqxvi,type2,200
snfdi,type1,400
nefns,type2,200
rhryg,type1,400
rhryg,type2,200
mnnpq,type1,400
ajsyl,type1,400
lxmvo,type2,200
rfxme,type1,400
gnbbj,type2,200
oyllf,type2,200
nltix,type2,200
ebwkj,type2,200
brjdg,type1,400
qbpbo,type2,200
dqjwk,type2,200
fgutd,type2,200
ttbds,type1,400
ttbds,type2,200
qaeao,type2,200
cewro,type2,200
rdrmv,type2,200
casst,type2,200
pvjom,type2,200
usatl,type2,200
xpnix,type1,400
uilgx,type1,400
uilgx,type2,200
kxbba,type2,200
jcncg,type2,200
mqqqm,type2,200
mdlpl,type1,400
mdlpl,type2,200
rsldk,type1,400
mnvyv,type1,400
uyiac,type1,400
uyiac,type2,200
fiqrv,type2,200
puefj,type1,400
frflu,type2,200
kgcfd,type2,200
wpuul,type2,200
wubue,type1,400
dbmnv,type2,200
jtyck,type1,400
jtyck,type2,200
kseyk,type2,200
avmof,type2,200
jfdio,type2,200
mfqkd,type2,200
lklns,type2,200
uiqsu,type1,400
jivng,type1,400
jivng,type2,200
tbtni,type2,200
rcrul,type2,200
peuow,type2,200
careh,type1,400
careh,type2,200
eahvk,type2,200
avfta,type2,200
gplmi,type2,200
ghijm,type2,200
xacxv,type2,200
dgguc,type1,400
cwgci,type2,200
hswwu,type1,400
ixqbp,type2,200
rtgyp,type2,200
likbg,type2,200
cxylg,type1,400
cxylg,type2,200
cauvv,type1,400
cauvv,type2,200
qepqr,type1,400
wdahk,type2,200
gqoqj,type1,400
gqoqj,type2,200
ukqnb,type2,200
hlweu,type1,400
usyqd,type2,200
qksdd,type1,400
posqh,type2,200
clwde,type2,200
gcymy,type2,200
xxlnr,type2,200
vncsf,type2,200
ydkeg,type2,200
pnoom,type1,400
wlyvv,type2,200
uhyyk,type2,200
akkba,type1,400
akkba,type2,200
mkldv,type2,200
dvelu,type1,400
gucda,type2,200
rtxyg,type2,200
xufrk,type2,200
scopj,type2,200
veuau,type2,200
bhqog,type2,200
drdif,type2,200
vvuvt,type2,200
paqig,type2,200
bvjth,type2,200
keiei,type2,200
ufyam,type1,400
ntmii,type1,400
ntmii,type2,200
hlubh,type2,200
sjnvk,type2,200
ahlmp,type2,200
tqrly,type1,400
aunna,type2,200
hfpbn,type2,200
semkf,type1,400
jsgaj,type2,200
tcqqk,type1,400
tcqqk,type2,200
kbfps,type2,200
xbtpf,type2,200
yioal,type2,200
ypyta,type2,200
skqst,type1,400
skqst,type2,200
sbimw,type2,200
hspql,type2,200
qynfk,type2,200
ebmtl,type1,400
rrcio,type1,400
rrcio,type2,200
fmofl,type2,200
ktelm,type2,200
bcwbe,type1,400
bcwbe,type2,200
wadxw,type2,200
ferhr,type1,400
aiajc,type2,200
ckhwq,type2,200
swsmn,type2,200
diuru,type1,400
vfjad,type1,400
vfjad,type2,200
wglxe,type1,400
wglxe,type2,200
ilxaq,type2,200
ftgsg,type1,400
ynkbk,type2,200
wvuun,type2,200
svfrd,type2,200
aocfa,type2,200
avmdk,type2,200
noctv,type1,400
noctv,type2,200
xpkem,type2,200
pdjwa,type2,200
tgkxn,type1,400
tgkxn,type2,200
smgol,type1,400
smgol,type2,200
qmekc,type1,400
qmekc,type2,200
vamka,type2,200
jggcv,type1,400
fxbsd,type1,400
fxbsd,type2,200
xaftc,type1,400
ykpim,type2,200
iugqr,type1,400
iugqr,type2,200
bqotm,type1,400
bqotm,type2,200
ekfud,type2,200
vhogt,type2,200
ieutk,type1,400
ieutk,type2,200
nrvlg,type1,400
xkjvd,type2,200
udvev,type2,200
njfpo,type1,400
ktiis,type2,200
kkdny,type1,400
johjd,type2,200
jigfp,type2,200
lnwuv,type2,200
wbgee,type2,200
mqoxj,type2,200
xyvie,type2,200
hegij,type2,200
xdtdi,type2,200
ugagt,type2,200
iiefi,type2,200
ocunq,type1,400
qggjt,type1,400
qggjt,type2,200
nmabr,type1,400
cmfaq,type2,200
gbrmj,type2,200
ecjrt,type2,200
ewkgr,type2,200
rlgon,type1,400
krbmq,type2,200
thnnd,type2,200
lbnsw,type2,200
ecwla,type2,200
bkiac,type2,200
inlmy,type2,200
gdpqm,type2,200
iubpw,type1,400
iubpw,type2,200
rdrmg,type2,200
rwtia,type1,400
rwtia,type2,200
kgpwi,type1,400
kgpwi,type2,200
shlkd,type2,200
ykdva,type2,200
ufwqu,type2,200
eqswn,type1,400
wprqn,type2,200
sinru,type1,400
uevxw,type2,200
mrkjk,type2,200
wtsrd,type1,400
wtsrd,type2,200
fgcgr,type2,200
vrkhs,type1,400
vrkhs,type2,200
afhxy,type2,200
xdaex,type2,200
lcuxp,type2,200
spkif,type2,200
cvipu,type1,400
bolmu,type1,400
udkwp,type2,200
iyhcf,type2,200
mydhw,type2,200
cgfcy,type2,200
tjint,type2,200
tybwr,type1,400
tybwr,type2,200
pelhy,type2,200
dpxou,type1,400
dpxou,type2,200
cspjs,type2,200
utrki,type2,200
ygbgn,type1,400
wuxxw,type2,200
rntxr,type2,200
nprva,type1,400
hfaen,type1,400
fneem,type2,200
xocgi,type1,400
nxsto,type1,400
nxsto,type2,200
hbdsg,type2,200
ijhlt,type2,200
kmkxh,type2,200
srvha,type2,200
uwpck,type2,200
gskdd,type2,200
fahnw,type2,200
ifxif,type1,400
qrwkr,type2,200
dxndp,type2,200
kgmfg,type1,400
kgmfg,type2,200
hvila,type1,400
jaeeb,type1,400
hpqji,type2,200
hubfj,type1,400
hubfj,type2,200
aycda,type2,200
pokgw,type2,200
fidqb,type2,200
btkgr,type1,400
btkgr,type2,200
uaoos,type2,200
wssqr,type2,200
supfv,type2,200
nfbhq,type1,400
nfbhq,type2,200
gfsdl,type2,200
vbqcy,type2,200
qigvq,type1,400
flmvt,type1,400
rsouw,type2,200
wtioo,type2,200
dvldb,type1,400
dvldb,type2,200
dckqi,type2,200
denar,type1,400
aipkc,type2,200
jfpxa,type2,200
jmlfj,type2,200
iamnc,type2,200
ddfux,type2,200
lthuk,type2,200
xetce,type1,400
uxarx,type2,200
itgla,type1,400
obmfd,type2,200
leqnd,type2,200
ddypc,type2,200
oiyid,type2,200
batak,type1,400
cabmm,type2,200
ytmgd,type2,200
vamkx,type2,200
mnsej,type1,400
ajsav,type2,200
jdilj,type1,400
jdilj,type2,200
ndexj,type2,200
ryhca,type1,400
rbhuk,type2,200
flfov,type2,200
vgtfj,type1,400
vgtfj,type2,200
maseg,type1,400
maseg,type2,200
rorja,type2,200
dejcq,type1,400
fybkj,type1,400
fybkj,type2,200
pxmnk,type2,200
syman,type2,200
bldwa,type2,200
ngxxd,type2,200
irehg,type2,200
yeypu,type2,200
kbcud,type1,400
kbcud,type2,200
bxysl,type2,200
exofq,type1,400
exofq,type2,200
fkfkk,type1,400
xvjdl,type1,400
xvjdl,type2,200
ityfh,type2,200
ksfwg,type1,400
ksfwg,type2,200
mnkaq,type1,400
rrgmw,type1,400
winpw,type2,200
fwhgi,type2,200
xjbxf,type1,400
xjbxf,type2,200
hatug,type2,200
xybhb,type2,200
uuekp,type2,200
gutnx,type2,200
dbvej,type2,200
hjvai,type2,200
tjsxw,type2,200
yrjsh,type2,200
skknt,type2,200
nykct,type2,200
gmvem,type1,400
evpou,type1,400
jnfbg,type1,400
jnfbg,type2,200
vvebu,type2,200
mupis,type1,400
ucprp,type2,200
bjxvq,type2,200
auwgv,type2,200
gikmw,type2,200
xohdu,type1,400
jythq,type1,400
jythq,type2,200
agpqi,type2,200
uedvk,type2,200
hxhtb,type1,400
pkfbb,type1,400
ommlk,type2,200
vntne,type1,400
vntne,type2,200
yywbg,type2,200
yggdg,type1,400
bsdlo,type1,400
bsdlo,type2,200
qcmkw,type2,200
upxlc,type2,200
bxkxv,type1,400
ukxnc,type2,200
kpyax,type2,200
wdlto,type2,200
joipn,type2,200
wdxop,type2,200
diqyf,type2,200
jlpke,type1,400
flwsu,type2,200
fqgpx,type2,200
qygqh,type2,200
pgqga,type2,200
yyipg,type1,400
atjwf,type1,400
atjwf,type2,200
hcjtn,type2,200
cjqjt,type2,200
wobly,type1,400
wobly,type2,200
vhqdm,type1,400
afrtk,type1,400
snuic,type2,200
bskfo,type2,200
ppxdj,type2,200
cnodf,type2,200
nubwb,type2,200
yowlt,type2,200
solii,type2,200
grgoq,type2,200
nulgg,type1,400
htarf,type1,400
cndgm,type1,400
cndgm,type2,200
nfhyg,type1,400
aqsjs,type2,200
ywuni,type2,200
oywsf,type2,200
dtbun,type2,200
cjhqm,type2,200
dylai,type1,400
dylai,type2,200
dckda,type2,200
tkhsd,type1,400
aomvc,type2,200
eeyyk,type2,200
cgrcf,type2,200
ditsx,type1,400
eyfbj,type1,400
xxcyj,type2,200
hfmbj,type1,400
hfmbj,type2,200
yvrrd,type2,200
efewb,type2,200
iglpq,type1,400
hroli,type1,400
bgkea,type2,200
xotmw,type2,200
gtwfk,type1,400
gtwfk,type2,200
xusqr,type1,400
bhchv,type1,400
bhchv,type2,200
vsnem,type1,400
hxsav,type1,400
ktkwp,type2,200
hbaud,type1,400
fqslj,type2,200
axhio,type2,200
tfcfr,type1,400
yuefw,type2,200
vbkuk,type2,200
bfwvt,type2,200
raeqj,type1,400
jmcil,type1,400
jmcil,type2,200
mlbdn,type1,400
mlbdn,type2,200
ijbni,type2,200
gesrt,type2,200
kwcet,type2,200
yckvx,type2,200
xfitj,type2,200
bssgl,type1,400
bssgl,type2,200
llxoc,type2,200
hgvck,type2,200
tdjrs,type1,400
bpkyv,type2,200
yssaf,type2,200
venxk,type1,400
ywgvl,type2,200
kcvjy,type2,200
jqeme,type2,200
xbtkp,type2,200
ttyyt,type2,200
jnnvc,type1,400
jnnvc,type2,200
ieksw,type1,400
wedkv,type2,200
piwka,type2,200
jaxxv,type2,200
ohrnv,type2,200
tmugo,type2,200
ayqyd,type2,200
ewres,type1,400
pkcgs,type2,200
ikusy,type1,400
ikusy,type2,200
iwlqc,type1,400
iwlqc,type2,200
qfkte,type2,200
ggieh,type1,400
gwpoh,type2,200
mbfrt,type1,400
stuqc,type2,200
ldqdu,type2,200
goquv,type1,400
wcufx,type2,200
lxrmi,type2,200
hggrq,type2,200
knong,type1,400
knong,type2,200
ffgbf,type2,200
mhyxs,type2,200
mvctg,type2,200
gwieu,type2,200
xmhjp,type1,400
symry,type1,400
symry,type2,200
nemwd,type1,400
nemwd,type2,200
sdwje,type2,200
rnxqd,type1,400
tnehn,type2,200
ytpjy,type1,400
ytpjy,type2,200
ssqwb,type2,200
jkvqp,type2,200
nothc,type2,200
etqfm,type1,400
jctay,type2,200
uitep,type2,200
fbapk,type2,200
rtnpk,type1,400
akmwd,type2,200
xdojx,type2,200
tntjv,type2,200
jejxm,type2,200
psund,type2,200
rmowf,type2,200
vxjhu,type2,200
thddt,type2,200
gapys,type1,400
eqpfr,type2,200
jynsq,type1,400
jynsq,type2,200
aekje,type1,400
aekje,type2,200
ncusq,type1,400
ncusq,type2,200
nedhx,type2,200
kqakj,type2,200
fdtva,type2,200
gqftv,type2,200
rlggu,type2,200
ljrev,type2,200
wflbx,type1,400
lutfo,type2,200
eglni,type1,400
acwqm,type2,200
wsxod,type2,200
bepxt,type2,200
qmxhe,type2,200
itrvp,type2,200
kdlrh,type2,200
mvxwn,type2,200
pmgll,type2,200
tebfw,type2,200
ajsyf,type2,200
aufby,type1,400
aufby,type2,200
ugnvy,type2,200
gcrrd,type2,200
klqqj,type2,200
eeanq,type2,200
oqupo,type1,400
oqupo,type2,200
mddea,type2,200
sehwn,type2,200
rknrk,type1,400
rknrk,type2,200
xpwsp,type2,200
dixvf,type2,200
ntlxp,type2,200
khjnp,type2,200
nyaex,type1,400
nyaex,type2,200
jhmsr,type2,200
qnfvy,type2,200
qpfey,type1,400
xcwxo,type2,200
ofixs,type1,400
ofixs,type2,200
cefrk,type2,200
wnvhj,type2,200
xenfu,type2,200
ppasn,type2,200
njeat,type2,200
amhgf,type1,400
njnpi,type1,400
cxooh,type2,200
owsrs,type2,200
ggckv,type2,200
jyclb,type2,200
jlauh,type2,200
sjhaj,type1,400
sjhaj,type2,200
jfhoe,type2,200
fxwjq,type2,200
pyvgn,type2,200
gesdj,type2,200
acgpq,type2,200
jbhdx,type2,200
uiuee,type1,400
alljm,type1,400
gkgfg,type2,200
awqbb,type1,400
awqbb,type2,200
lfdgx,type2,200
envij,type2,200
uajew,type2,200
bgeiy,type2,200
dyxvj,type1,400
dyxvj,type2,200
gjcrg,type2,200
bcrxt,type2,200
ofwym,type2,200
itvqq,type2,200
hcxga,type2,200
cyjcq,type1,400
cyjcq,type2,200
cxkug,type2,200
yhejh,type2,200
ttsjt,type2,200
kpopf,type1,400
qwtiw,type1,400
gdpmn,type2,200
fxjid,type1,400
ecqdx,type2,200
lecqs,type2,200
pfpra,type2,200
vttmp,type2,200
tpdpy,type2,200
siebr,type2,200
ucotd,type2,200
mwwba,type2,200
vodoj,type2,200
sjkde,type1,400
sjkde,type2,200
gtmyu,type2,200
gowlo,type2,200
hfoud,type2,200
vvvhm,type1,400
ihjvq,type2,200
tsimk,type2,200
xmpip,type1,400
xmpip,type2,200
mjiyv,type2,200
tvbrp,type2,200
fkpyv,type1,400
fkpyv,type2,200
laqhx,type2,200
mjovn,type2,200
qjhvg,type2,200
ibhjf,type1,400
exrjw,type1,400
fmxfk,type1,400
whcfr,type2,200
kwigq,type1,400
gdvwq,type1,400
qlahf,type1,400
fisji,type2,200
fsmwv,type2,200
lgubk,type2,200
drhnq,type2,200
xojqa,type2,200
tbhqa,type1,400
tbhqa,type2,200
dhcxg,type2,200
qheiv,type2,200
rtgmk,type1,400
tiyim,type1,400
mjyjv,type2,200
amkbn,type2,200
wuwrl,type1,400
erxgi,type2,200
qdovj,type1,400
qdovj,type2,200
blfkc,type2,200
pwifr,type2,200
ypfpg,type2,200
icdxb,type1,400
icdxb,type2,200
vbdvf,type2,200
imgko,type2,200
qvjup,type1,400
qvjup,type2,200
mnmcc,type2,200
lnbjq,type1,400
lnbjq,type2,200
hsdmx,type2,200
nrimh,type2,200
nfktf,type1,400
jtein,type1,400
jtein,type2,200
cikbq,type1,400
cikbq,type2,200
dtyng,type2,200
qgbeu,type1,400
qgbeu,type2,200
qpyhk,type1,400
qpyhk,type2,200
ppoxv,type2,200
hivfp,type1,400
hivfp,type2,200
qqkgk,type2,200
fqvpl,type2,200
ylyqy,type1,400
hxfca,type2,200
ogvyt,type1,400
yajxm,type1,400
yajxm,type2,200
yotvu,type2,200
qvisy,type2,200
hbwqq,type1,400
hbwqq,type2,200
wnoha,type1,400
ncsud,type1,400
huecv,type2,200
vvytp,type2,200
elnde,type2,200
gdkgt,type1,400
rordk,type2,200
hbnkj,type1,400
uabjk,type2,200
aiccc,type2,200
fvcwy,type2,200
rmqpd,type1,400
rmqpd,type2,200
dnlif,type1,400
axnnm,type1,400
axnnm,type2,200
egdja,type1,400
evcnm,type1,400
evcnm,type2,200
agcgd,type2,200
offra,type2,200
vcaay,type2,200
cewlu,type1,400
shccu,type2,200
wpoqc,type2,200
wupfo,type1,400
wupfo,type2,200
atejl,type2,200
owxpw,type1,400
rhqbp,type2,200
ehote,type2,200
plcnf,type2,200
wxhwg,type2,200
jbads,type2,200
hluup,type2,200
jnslg,type1,400
ohukg,type2,200
voyay,type2,200
flmri,type2,200
epmsr,type1,400
nfurn,type2,200
bsoyx,type1,400
aouxn,type2,200
slbdj,type2,200
afgxj,type2,200
dkinb,type1,400
bjoft,type1,400
bjoft,type2,200
kftks,type1,400
sgnrb,type2,200
pnkuh,type2,200
bomnm,type2,200
rhhsf,type2,200
jamia,type1,400
ptujn,type2,200
mwtbs,type2,200
ylvkl,type2,200
jdqlb,type2,200
vnjol,type1,400
vnjol,type2,200
sjslj,type1,400
bwfup,type1,400
bwfup,type2,200
cyxvq,type2,200
mskbn,type2,200
fbbbs,type2,200
evysv,type1,400
xqtci,type1,400
pbbge,type2,200
wrhyy,type2,200
ifvmg,type2,200
hnyrv,type2,200
vpvib,type2,200
